"ecosystem","component","version","usage","complete","without_informix","license","evidence","source","decision","note"
"npm","@ampproject/remapping","2.3.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","Apache-2.0","frontend/package-lock.json:node_modules/@ampproject/remapping","https://www.npmjs.com/package/@ampproject/remapping/v/2.3.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular-devkit/architect","0.2201.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular-devkit/architect","https://www.npmjs.com/package/@angular-devkit/architect/v/0.2201.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular-devkit/core","22.1.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular-devkit/core","https://www.npmjs.com/package/@angular-devkit/core/v/22.1.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular-devkit/schematics","22.1.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular-devkit/schematics","https://www.npmjs.com/package/@angular-devkit/schematics/v/22.1.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/build","22.1.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/build","https://www.npmjs.com/package/@angular/build/v/22.1.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/cli","22.1.3","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/cli","https://www.npmjs.com/package/@angular/cli/v/22.1.3","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/common","22.1.1","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/common","https://www.npmjs.com/package/@angular/common/v/22.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/compiler-cli","22.1.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/compiler-cli","https://www.npmjs.com/package/@angular/compiler-cli/v/22.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/compiler","22.1.1","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/compiler","https://www.npmjs.com/package/@angular/compiler/v/22.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/core","22.1.1","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/core","https://www.npmjs.com/package/@angular/core/v/22.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/forms","22.1.1","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/forms","https://www.npmjs.com/package/@angular/forms/v/22.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/platform-browser","22.1.1","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/platform-browser","https://www.npmjs.com/package/@angular/platform-browser/v/22.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@angular/router","22.1.1","frontend:grafo produccion","posible codigo en bundle","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@angular/router","https://www.npmjs.com/package/@angular/router/v/22.1.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@asamuzakjp/css-color","5.1.11","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@asamuzakjp/css-color","https://www.npmjs.com/package/@asamuzakjp/css-color/v/5.1.11","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@asamuzakjp/dom-selector","6.8.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@asamuzakjp/dom-selector","https://www.npmjs.com/package/@asamuzakjp/dom-selector/v/6.8.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@asamuzakjp/generational-cache","1.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@asamuzakjp/generational-cache","https://www.npmjs.com/package/@asamuzakjp/generational-cache/v/1.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@asamuzakjp/nwsapi","2.3.9","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@asamuzakjp/nwsapi","https://www.npmjs.com/package/@asamuzakjp/nwsapi/v/2.3.9","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/code-frame","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/code-frame","https://www.npmjs.com/package/@babel/code-frame/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/compat-data","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/compat-data","https://www.npmjs.com/package/@babel/compat-data/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/core","8.0.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/core","https://www.npmjs.com/package/@babel/core/v/8.0.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/generator","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/generator","https://www.npmjs.com/package/@babel/generator/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-annotate-as-pure","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-annotate-as-pure","https://www.npmjs.com/package/@babel/helper-annotate-as-pure/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-compilation-targets","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-compilation-targets","https://www.npmjs.com/package/@babel/helper-compilation-targets/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-globals","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-globals","https://www.npmjs.com/package/@babel/helper-globals/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-split-export-declaration","7.24.7","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-split-export-declaration","https://www.npmjs.com/package/@babel/helper-split-export-declaration/v/7.24.7","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-string-parser","7.29.7","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-split-export-declaration/node_modules/@babel/helper-string-parser","https://www.npmjs.com/package/@babel/helper-string-parser/v/7.29.7","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-string-parser","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-string-parser","https://www.npmjs.com/package/@babel/helper-string-parser/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-validator-identifier","7.29.7","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-split-export-declaration/node_modules/@babel/helper-validator-identifier","https://www.npmjs.com/package/@babel/helper-validator-identifier/v/7.29.7","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-validator-identifier","8.0.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-validator-identifier","https://www.npmjs.com/package/@babel/helper-validator-identifier/v/8.0.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helper-validator-option","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-validator-option","https://www.npmjs.com/package/@babel/helper-validator-option/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/helpers","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helpers","https://www.npmjs.com/package/@babel/helpers/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/parser","8.0.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/parser","https://www.npmjs.com/package/@babel/parser/v/8.0.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/template","8.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/template","https://www.npmjs.com/package/@babel/template/v/8.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/traverse","8.0.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/traverse","https://www.npmjs.com/package/@babel/traverse/v/8.0.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/types","7.29.8","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/helper-split-export-declaration/node_modules/@babel/types","https://www.npmjs.com/package/@babel/types/v/7.29.8","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@babel/types","8.0.4","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@babel/types","https://www.npmjs.com/package/@babel/types/v/8.0.4","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@bramus/specificity","2.4.2","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@bramus/specificity","https://www.npmjs.com/package/@bramus/specificity/v/2.4.2","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@csstools/color-helpers","6.1.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT-0","frontend/package-lock.json:node_modules/@csstools/color-helpers","https://www.npmjs.com/package/@csstools/color-helpers/v/6.1.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@csstools/css-calc","3.3.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@csstools/css-calc","https://www.npmjs.com/package/@csstools/css-calc/v/3.3.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@csstools/css-color-parser","4.1.10","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@csstools/css-color-parser","https://www.npmjs.com/package/@csstools/css-color-parser/v/4.1.10","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@csstools/css-parser-algorithms","4.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@csstools/css-parser-algorithms","https://www.npmjs.com/package/@csstools/css-parser-algorithms/v/4.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@csstools/css-syntax-patches-for-csstree","1.1.7","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT-0","frontend/package-lock.json:node_modules/@csstools/css-syntax-patches-for-csstree","https://www.npmjs.com/package/@csstools/css-syntax-patches-for-csstree/v/1.1.7","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@csstools/css-tokenizer","4.0.0","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/@csstools/css-tokenizer","https://www.npmjs.com/package/@csstools/css-tokenizer/v/4.0.0","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
"npm","@emnapi/core","1.11.1","frontend:desarrollo","herramienta; no inferir inclusion","igual frontend; no depende del proveedor","MIT","frontend/package-lock.json:node_modules/vite/node_modules/@emnapi/core","https://www.npmjs.com/package/@emnapi/core/v/1.11.1","PENDIENTE REVISION","El lock incluye plataformas opcionales; no equivale al contenido distribuido."
